story	text	retweet_count	created_at	hashtags	media	favorite_count	id	user_favourites_count	user_followers_count	user_friends_count	user_listed_count	user_location	user_name	user_screen_name.1	user_statuses_count
	Mon enquête pour @mediapart sur les difficultés d'accès aux droits des femmes violentées par leur conjoint gendarme ou policier. Un grand merci à celles et ceux qui ont accepté de témoigner, de m’accorder leur confiance. Merci aussi beaucoup à François Bonnet. #metoo https://t.co/aANoyN5agX	238	2018-03-27 19:59:00+00:00	metoo		329	978723079034687488	4997	2182	994	34	Paris	Sophie Boutboul	SophieBoutboul	1844
	"@Dr_Uditraj उदित राज जी के दोगलेपन दिखाते दो अलग-अलग बयान।
@narendramodi 
#MeToo https://t.co/6A0iTMES4O"	237	2018-10-11 15:59:55+00:00	MeToo	https://twitter.com/bhaavyatra/status/1050415709891768320/photo/1	446	1050415709891768320	9245	657	156	0		Neetu Singh	bhaavyatra	13051
	"தனக்கு சொந்தமான பெண்கள் விடுதியில் தங்கும் இளம்பெண்களை தனது இச்சைக்கு கட்டாயப்படுத்தினாரா 'காம'ப்பேரரசு வைரமுத்து? வெளிவரும் வைரமுத்துவின் கோரப்பக்கங்கள்! - தமிழ் கதிர் #MeToo #Vairamuthu #SexualPredatorVairamuthu #காமப்பேரரசுவைரமுத்து

https://t.co/pvaFIhxY5d"	235	2018-10-09 08:30:13+00:00	MeToo Vairamuthu SexualPredatorVairamuthu காமப்பேரரசுவைரமுத்து		366	1049577761541636097	19	26621	120	41	Chennai	Kathir News	KathirNews	28055
	[JTBC 뉴스룸] #MeToo '폭로→부인→미투→사과' 패턴. 법조계에서 시작해 사회 여러 분야로 확산된 #미투 운동 한 달 경과, 향후 과제는? https://t.co/yri1GEI8eL https://t.co/C1TCzUhUZa	234	2018-02-28 13:40:07+00:00	MeToo 미투	https://twitter.com/JTBC_news/status/968843259651833856/photo/1	95	968843259651833856	300	610508	43493	2168	서울시 마포구 상암산로 48-6	JTBC 뉴스	JTBC_news	82029
	"For example: something stinks here. Left image from last year during #MeToo. Right image from today, after Rose’s friend &amp; #MeToo leader Asia Argento is herself accused of assault against a minor. Innocent until proven guilty, in both cases or none please. I know which I prefer. https://t.co/cwezNSB4aB"	233	2018-08-20 19:55:16+00:00	MeToo MeToo	https://twitter.com/MaajidNawaz/status/1031630768236388354/photo/1	799	1031630768236388354	66	271007	622	2399	London	Maajid أبو عمّار	MaajidNawaz	94775
	"""캐버노가 대법관에 지명된 것을 보고 내가 겪었던 일을 알리는 것이 사회적 의무라고 느꼈다"" #MeToo 
https://t.co/EM3HYGVfFK"	233	2018-09-29 04:54:12+00:00	MeToo		61	1045899519899004928	121	14817	59	32	대한민국 서울	아는 페미	ohmy_feminism	5864
	#ResignJimJordan I’ll keep RT this story out of respect for the victims of sexual abuse and justice for all. #MeToo #TimesUp These young men deserve a voice! https://t.co/FEf2d9ab6f	232	2018-07-04 14:43:22+00:00	ResignJimJordan MeToo TimesUp		227	1014520048092876800	181682	12975	10963	6	United States	Galadriel (Fan)United We Win	GaladrielResist	141014
	August 15, 2013 letter that my attorney wrote to FEDERAL COURT in my case which continued to “know, hear, see nothing” #MeToo💙 https://t.co/eGhRSeVJaE	230	2017-10-21 19:11:00+00:00	MeToo	https://twitter.com/NicoleCorrado16/status/921816104472928256/photo/1	1	921816104472928256	22235	26047	1359	2	New York on Twitter April2016	Nicole Sofia	NicoleCorrado1	12172
	"Must watch this video ...
Christian Missionary coming to INDIA most likely as TOURIST .. walks into most prestigious Hindu temple of Madurai .. and starts abusing Hindu Dharma .. religion of Love in action @SushmaSwaraj 
#churchtoo
---
https://t.co/zljWuhuMeB"	229	2018-03-15 08:28:00+00:00	churchtoo		129	974200528069648384	182	190301	1027	327		No Conversion	noconversion	75099
	I stand with you not because I am a survivor or have a daughter, sister, mother or wife but because I'm a human being and so are you #MeToo	227	2017-10-15 22:58:10+00:00	MeToo		1252	919698944543694848	3327	42	172	0		Mr. Hatter	maniacalhatter	710
	"We spent the week talking back &amp; forth about how the accusation of sexual assault Tara Reade made against Biden should be handled &amp; then @BarbMcQuade @JillWineBanks @mayawiley &amp; I wrote this piece about believing women, searching for truth &amp; what #MeToo means going forward. https://t.co/RwYuNBkmZL"	227	2020-05-09 02:07:11+00:00	MeToo		1108	1258941554015842304	90823	738039	1380	4363	Alabama	Joyce Alene	JoyceWhiteVance	36682
	"@ReallySwara @RahulGandhi National President of @nsui (Student wing of Congress I ) Fairoj Khan is long been accused by multiple women. Fairoj shows his close proximity to Rahul to brow beat those ladies into submission. 
https://t.co/yp2142jgVK"	227	2018-10-12 12:13:32+00:00			602	1050721125355778049	3187	56988	2988	318	भारत	J	Sootradhar	486580
	Check responses. This thread is a masterclass in hypocrisy and shamelessness. All the usual  suspects. Will these #Metoo warriors give the same leeway to the men they accused ? Probably the men evolved too after earlier disgusting behaviour ? https://t.co/AYAliSkgpE	227	2018-11-23 01:05:29+00:00	Metoo		396	1065773295599935488	20687	33910	288	0		दिव्या	divya_16_	100834
	"#DoubleStandards
Still waiting4 abject hypocrite&amp; #MeToo  mob boss @Alyssa_Milano 2”rally the troops” in support of #TaraReade&amp; storm Capitol Hill with her war-bun, armed with a stack of “I BELIEVE SURVIVORS! NO ON @JoeBiden”fliers🙄
#MeTooUnlessTheyreBlue
https://t.co/dVfiuRjASA"	227	2020-05-01 15:54:35+00:00	DoubleStandards MeToo TaraReade MeTooUnlessTheyreBlue	https://twitter.com/tictoc/status/1045878406573895680/video/1	217	1256250674318381057	139728	53418	10883	31	Trump’s America🇺🇸	DrConservaMom🇺🇸🐸🌐	ConservaMomUSA	269321
	This Tweet from @OneofeachBrown has been withheld in: Germany.	227	2018-01-29 17:24:21+00:00			0	958028052663013378	158254	2903	3266	30		Jonathan Brown	OneofeachBrown	351505
	This Tweet from @dandire has been withheld in: Germany.	227	2018-01-29 15:54:26+00:00			0	958005422564114432	43327	1171	1547	0	Oregon, USA	Dan Di Re	dandire	84608
	This Tweet from @chevy304 has been withheld in: Germany.	227	2018-01-29 17:00:57+00:00			0	958022164103524353	206945	671	310	7	P Ridge WV	John Miller	chevy304	129935
	This Tweet from @Carolruss65 has been withheld in: Germany.	227	2018-01-29 23:25:54+00:00			0	958119039242592256	173812	3558	3920	45		Carol	Carolruss65	109342
	This Tweet from @chargergreg has been withheld in: Germany.	227	2018-01-30 07:20:09+00:00			0	958238389475536897	23817	18684	9020	43	San Diego, CA	Deplorable Greg	chargergreg	81380
	This Tweet from @keating_eleanor has been withheld in: Germany.	227	2018-01-29 17:10:58+00:00			0	958024685492555777	288012	1529	780	93	Connecticut, USA	USA Citizen	keating_eleanor	243749
	This Tweet from @gamecocksSecE has been withheld in: Germany.	227	2018-01-29 11:59:15+00:00			0	957946238309199873	176040	3649	3413	39	South Carolina, USA	Eddi NeSmith🪖	gamecocksSecE	201866
	This Tweet from @greginhamd has been withheld in: Germany.	227	2018-01-29 18:56:14+00:00			0	958051174640386053	13630	300	142	0	Havre de Grace, MD	Gregory A Dorrell Sr	greginhamd	30620
	Thank you Isaiah🙏🏾 https://t.co/P4Bu5Y7I17	225	2017-12-04 03:40:00+00:00			2727	937526877761167360	22673	1693824	1954	2940		terry crews	terrycrews	25138
	Many of the guys on the #GoldenGlobes red carpet are wearing these pins to support #TimesUp #WhyWeWearBlack https://t.co/6jdFqfprTG	225	2018-01-08 00:05:39+00:00	GoldenGlobes TimesUp WhyWeWearBlack	https://twitter.com/GQMagazine/status/950156510251888640/photo/1	886	950156510251888640	15701	1339056	854	7963		GQ Magazine	GQMagazine	140249
	“It’s amazing to me that for the first time women are really listened to… I think it's a very healthy development”: Justice Ruth Bader Ginsburg speaks with @PoppyHarlowCNN about the #MeToo movement https://t.co/ROatppn7Ep https://t.co/nJYuHwn1eU	224	2018-02-12 13:10:04+00:00	MeToo	https://twitter.com/CNN/status/963037487508541440/video/1	670	963037487508541440	1413	53140645	1100	147370		CNN	CNN	335055
	Oh. Be angry. Be outraged. I’m sorry Larry, but this scare tactic isn’t gonna stop us. You aren’t going to silence us. This isn’t just for Taylor Swift. We are standing up not just for her, but for women everywhere. Your time, is up. #TimesUp https://t.co/PdS6qj7gmO	224	2018-01-31 22:52:13+00:00	TimesUp	https://twitter.com/JTMASTER13/status/958835338872532992/photo/1	444	958835338872532992	57564	4079	1525	39	CT	Jess 🏳️‍🌈🦊	BrighterNow13	44553
	Would really like at least one childhood idol type person to not prove to be septic tank... https://t.co/LPe92gYF7u	223	2018-11-20 10:31:23+00:00			909	1064828547313864704	24508	218914	3592	1643	London, United Kingdom	Sidin	sidin	205046
	Je n’ai pas les mots . #metoo #Polanski https://t.co/1wZvILqVel	222	2019-11-12 08:13:00+00:00	metoo Polanski	https://twitter.com/meriamghi/status/1194166190412849152/photo/1	472	1194166190412849152	1978	50	169	0	Marseille 	Meriam	meriamghl	338
	DEVELOPING NOW: Rapid-response protests being planned around the country for FRI, NOON local time at local Senate offices. Wear black. Bring #BelieveSurvivors, #WithdrawKavanaugh, #JusticeForSurvivors signs. Find others, circle up, take photos, tell Senate staff you're there.	222	2018-09-27 21:59:41+00:00	BelieveSurvivors WithdrawKavanaugh JusticeForSurvivors		394	1045432817327452160	13983	45439	1807	726	Chicago / New York, USA	Ai-jen Poo	aijenpoo	17579
	"https://t.co/PdWROI3Q5p
It's about time Republicans stand up and call for an investigation into Feinstein, Katz, and anyone else who is the potential leaker Holding on to this bullsh*t letter was held purposely as a stall tactic! NO MORE!! #ConfirmKavanaughNow #IStandWithBrett"	222	2018-10-02 13:49:20+00:00	ConfirmKavanaughNow IStandWithBrett		306	1047121357677375494	193071	21310	17565	12	Lovin' the USA🇺🇸	The best is yet to come.... TrumpPompeo2024	cjlovesamerica	315265
	"TheGreat chyren will change whole worldby spiritual knowledge and power
https://t.co/nOQdzkLX5m
#MeToo"	222	2017-10-16 06:37:34+00:00	MeToo		171	919814558155337728								
	"पप्पू को एक पार्टी का इनविटेशन कार्ड मिला जिसमे लिखा था "" ओनली पिंक टाई""

पप्पू जब पार्टी में पहुंचा तो देखा लोगो ने पैंट शर्ट भी पहनी हुई थी😁😁

@Dr_SimranSingh 

#HappyBirthdayAmitabhBachchan 
#Happy76thBirthdayABSir 
#InScienceWeTrust #DayoftheGirl #metoo"	221	2018-10-11 04:46:12+00:00	HappyBirthdayAmitabhBachchan Happy76thBirthdayABSir InScienceWeTrust DayoftheGirl metoo		934	1050246162073219072	60023	50727	1213	0	India	सिमरन सिंह	Dr_SimranSingh	9058
	"We support our sisters in Mexico as they say it loud &amp; clear: #YaEsHora for gender equity. #TIMESUP on gender-based violence.

#YaEsHora de romper el silencio. #YaEsHora de espacios de trabajo libres de violencia, acoso u hostigamiento. #YaEsHora de caminar juntas. https://t.co/TlN0MQ43rs"	221	2019-06-24 23:37:08+00:00	YaEsHora TIMESUP YaEsHora YaEsHora YaEsHora	https://twitter.com/TIMESUPNOW/status/1143302065885605889/photo/1	526	1143302065885605889	3493	139754	1153	662		TIME'S UP	TIMESUPNOW	6123
	So we really gone do this #metoo with not a nod to @steenfox and #whatwereyouwearing : https://t.co/ugVHn3MXqQ	221	2017-10-16 01:44:20+00:00	metoo whatwereyouwearing		346	919740761830248448	61699	57195	7620	762	Far Rock➡️LA and Back again	🇬🇾🗽Sydette Dread Gorgon 🇬🇾 🗽	Blackamazon	385732
	"In a just world, that speech will go down as one of the greatest American speeches of this century. It was that powerful. Oprah transcended. 

#GoldenGlobes #TimesUp"	220	2018-01-08 03:19:57+00:00	GoldenGlobes TimesUp		1240	950205407951294464	212071	367297	5376	2518	Washington, DC	Charlotte Clymer 🏳️‍🌈	cmclymer	209485
	".@AmazonVideo &amp; @transparent_tv  lauds itself for being a beacon for trans talent so it's not outrageous to expect resolutions/accountability regarding the mistreatment of two trans women on set by its star. https://t.co/pWFN28jnez"	220	2017-11-17 14:49:36+00:00			637	931534792985927680	15993	206410	1612	1970	New York City	Janet Mock	janetmock	51283
	Much love to these incredible women ❤️ #GoldenGlobes #TIMESUP https://t.co/EoKvpSjwEz	219	2018-01-08 05:04:07+00:00	GoldenGlobes TIMESUP	https://twitter.com/MTV/status/950231620463800320/photo/1	1243	950231620463800320	20208	16590015	30727	27357	NYC	MTV	MTV	299335
	"제발 널리 퍼뜨려주세요...부탁드립니다
해당 학교의 학생들은 수년 째 같은 고통을 겪고 있습니다.
마산 J여고 지휘봉으로 학생가슴 찌르는 선생 #metoo #withyou

https://t.co/4qegW06E03 https://t.co/BV1A3L2mjh"	219	2018-05-25 15:38:04+00:00	metoo withyou	https://twitter.com/Heimish_e/status/1000038298344013824/photo/1	11	1000038298344013824	5451	588	438	2	📷 품바링	하주	lalalalovesuga	43112
	"「同意を確認したステップの証明」を「加害者」に求めるべきだ

なぜこの国の法は「同意しなかった証明・抗拒できなかった証拠」を「被害者」に要求するのか

国連の「女性に対する暴力に関する立法ハンドブック」
#MeToo #WithYou
#性暴力を許さない #itisrape_japan
https://t.co/oAhGWVQYGb https://t.co/BRDHzEc2oA"	218	2019-04-11 10:34:17+00:00	MeToo WithYou 性暴力を許さない itisrape_japan	https://twitter.com/nemukeco/status/1116288352565645313/photo/1	294	1116288352565645313	60496	3463	599	77		眠気子🦐🧷💐👞🖐️ #IStandWithJKR	nemukeco	51681
	@DoucheCanoe1967's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.	218	2018-10-09 12:19:57+00:00			0	1049635575702200320	1011	12	85	0			DoucheCanoe1967	824
	Lemme get this straight- Tony Robbins,  a 7 ft tall white dude millionaire is proclaiming women who risk everything to come forward to tell their stories of abuse and intimidation are doing it to further their careers? #seemslegit #metoo #TonyRobbins	217	2018-04-08 02:59:53+00:00	seemslegit metoo TonyRobbins		1362	982815263547641856	4317	138262	3514	4620	The Lizzantine Empire	"Lizz ""Watch my special @ Vimeo On-Demand"" Winstead"	lizzwinstead	95500
	"Hey #metoo please tell me you all are investigating this! #FirstThem 
https://t.co/rR8zD4XBUo
@GeorgeJ35687793 @DeeTubman @CarmelReal_77 @Cer_Ether @Timsomor @indigenoussista @PS3UD0K1D @PernellJerome @JohnTay79183703 @drkskinwhiteman @Five5thss @ABlackAlchemist"	217	2020-03-03 01:01:15+00:00	metoo FirstThem		445	1234644975310131200	10318	7637	95	33	Slave Docks, South Carolina	#FirstThem NEWS🇺🇸	FirstThemNEWS	14997
	"Ich kämpfe gerade wirklich mit mir, ob ich nicht mal wieder zu persönlich wurde. 
Es geht um sexuelle Übergriffe. Aber nein, kein #metoo. Sondern ein #esgehtmiraufdensack!

https://t.co/H1I5SHO9C6"	216	2019-01-19 07:25:21+00:00	metoo esgehtmiraufdensack		643	1086525001736613888	57079	44463	587	138	Deutschland	Schwesterfraudoktor	SchwesterFD	27244
	We need to keep this circulating on Twitter. @CBCPolitics @JustinTrudeau. https://t.co/dxQRRjmj3z	216	2018-10-10 13:08:42+00:00			186	1050010232494088193	277	27	55	0	Canada 	Ben	BenPrijon	488
	I will call out other men on sexism. I won’t be complacent with the status quo. I won’t allow another man to harass a woman. #HowIWillChange	215	2017-10-18 13:31:32+00:00	HowIWillChange		1332	920643510986006528	813	166	313	9	Duncanville, TX	RedBeard	PhilRedbeard	28048
	As women who are for other women, we must make sure our activism is intersectional. Acknowledge #TaranaBurke in the #MeToo #WOCaffirmation https://t.co/7XgHrUkvpU	215	2017-10-21 03:21:02+00:00	TaranaBurke MeToo WOCaffirmation		1048	921577038049366016	42758	1273035	2340	6400	Asking questions	Sophia Bush	SophiaBush	56970
	#MeToo 가 한국에 없었어? 어디서 다음 아고라 시절도 모르는 뉴비 주제에 입을 털어? 김어준 저 털보새끼. 씨발 니가 뭔데 기자 화장했는지 여부를 묻는 문자를 연달아 소개하고 화장 여부를 중계하냐? 존만한게.	215	2018-01-31 01:27:27+00:00	MeToo		52	958512015428927488	4950	7949	975	71	.	오목눈이형 아스테리아 디언니	SisterDee0	311495
	"A Miss Massachusetts contestant and sexual assault survivor gave up her title after an emcee made a joke on stage blaming the #MeToo movement for the scrapping of Miss America’s swimsuit competition: ""I refuse to stand idly by and simply 'let this go.'"" https://t.co/hr3wbcR2h0"	214	2018-07-09 16:14:17+00:00	MeToo	https://twitter.com/ajplus/status/1016354866573135872/photo/1	729	1016354866573135872	2284	1177848	355	7061		AJ+	ajplus	89817
	"@LucyFlores @ddale8 @JoeBiden As a woman, YOU are making me uncomfortable right now. This is going to be straw that breaks the camel’s back of the #MeToo movement. Can we tackle actual sexual harassment &amp; assault before taking on the uncomfortable aspects of being a woman?"	213	2019-04-05 18:24:31+00:00	MeToo		3038	1114232365319163906	9000	119	283	5	Illinois, USA	Girl Jo	stark_ravin_mad	15562
	"よく言うよ。
あちこちで女性たちが起こしてきたアクションを尽くスルーしておいてそれはあんまりですよ。
上野千鶴子先生も #withyou  の院内集会にメディアが来なかった「取材する価値がない」と切り捨てられと嘆いておられますよ。#metoo が他国に比べて劣勢なのもメディアの注目度が低いからです。 https://t.co/58UqiQ5nvT"	213	2020-03-08 13:57:06+00:00	withyou metoo		532	1236652162756706305	95107	6398	875	103	Tokyo	Plum / プラム@男女共同参画局推し	plumyogamat	22469
	"मै देश के सबसे बड़ा घोटालेबाज:-वाड्रा
👇
राहुल गांधी:- #MeToo

मै देश के टूकड़ा करने के नारा देने वाला:-
👇
कन्हैया कुमार
👇
राहुल गांधी:-#MeToo 

मै आरक्षण के नाम पर देश बाटने वाला
👇
हार्दिक पटेल
👇
राहुल:-#MeToo 

मै देश के सबसे बड़ा आशिक नेता:-दिग्विजय
👇
राहुल गांधी:-#MeToo https://t.co/X97iiuyEbu"	213	2018-10-10 16:32:58+00:00	MeToo MeToo MeToo MeToo	https://twitter.com/BK_Bhartiy2/status/1050061639809097728/photo/1	102	1050061639809097728	8480	9393	2870	0	Jharkhand, India	भारत कुमार(भारतीय)	BK_Bhartiy2	368140
	"You are so strong and I wish I was as brave!

When rape happens, we ask victims to report to authorities but how many successfully convicted rape cases do we have in this country? People in places of power daily take advantage of people without #IstandwithBusolaDakolo #MeToo"	211	2019-06-28 15:21:01+00:00	IstandwithBusolaDakolo MeToo		790	1144626763634565120	15269	158804	632	39	Nigeria	Bambam👑	bammybestowed	15571
	"Actor Jo Min Ki Found Dead In Parking Lot After #MeToo Accusations

https://t.co/hq8PbggBch"	211	2018-03-09 08:26:33+00:00	MeToo		399	972025836923641856	1275	2024845	519	2270	Worldwide	Koreaboo	Koreaboo	109686
	"#SinglePayer (#SB562) is a feminist issue: https://t.co/FUckLkmaZf

Compared to women in other developed countries:

🇺🇸 American mothers are more likely to die from complications due to childbirth

🇺🇸 American babies are less likely to survive their 1st year

#TimesUp #MeToo https://t.co/1Htw26wmTO"	211	2018-01-19 22:57:37+00:00	SinglePayer SB562 TimesUp MeToo	https://twitter.com/RoseAnnDeMoro/status/954488042311401472/photo/1	365	954488042311401472	44436	61505	1676	676		RoseAnn DeMoro	RoseAnnDeMoro	17681
	"We #DemandTransparency &amp; the American people want you to #ReleaseFullMuellerReport! 

Thank you @RepJerryNadler for reminding us the short order report does not exonerate the president! 

The people have spoken #ReleaseTheReportNOW! #TimesUp 

https://t.co/EY1WkHNEbp"	211	2019-03-25 14:51:28+00:00	DemandTransparency ReleaseFullMuellerReport ReleaseTheReportNOW TimesUp	https://twitter.com/nowthisnews/status/1110187832763543552/video/1	336	1110192482619453440	131282	28883	9780	52	Charlotte, NC	Skyleigh😷 DAY 394@🏠	Sky_Lee_1	124465
	"Watch ""Episode 256 Sant Rampal Ji Maharaj Satsang on Ishwar tv"" on YouTube - https://t.co/5XN12wzmok

#HappyNewYear
#ZeroTheMovie
#Rajinikanthpoliticalentry
#MyFitStart
#Comecei2018
#TIMESUP"	211	2018-01-02 01:25:11+00:00	HappyNewYear ZeroTheMovie Rajinikanthpoliticalentry MyFitStart Comecei2018 TIMESUP		184	948002197651914752	705	3574	755	2	Jaipur, Rajasthan, India	Ravi	Indian_ravi_	7276
	"It's attacks like these that keep survivors from coming forward &amp; why, even to this day, the majority of sexual assaults are NEVER reported. Mr. President, your attempt to discredit Dr. Ford is shameful &amp; cowardly. #BelieveWomen https://t.co/TAO0haphQt"	209	2018-09-21 15:13:11+00:00	BelieveWomen		652	1043156189356466180	956	32607	1633	1033		Rep. Lois Frankel	RepLoisFrankel	8202
	Harcèlement sur le lieu de travail #Metoo https://t.co/u537mPxgZg	209	2018-06-21 13:35:53+00:00	Metoo	https://twitter.com/JeanNey32142314/status/1009792021748256768/photo/1	434	1009792021748256768	51744	10542	79	15	Los Angeles, CA	Goaldorak	Goaldorak	26788
	"After witnessing @ChuckGrassley’s disgusting misogyny and cruelty at #DrChristineBlaseyFord’s testimony, we’re starting a new crowdfundiing campaign - join us in pledging $20.22 to Chuck Grassley’s future opponent NOW: 

https://t.co/nqT3Wyo9jO

#StopKavanaugh #BelieveSurvivors"	208	2018-09-27 21:56:53+00:00	DrChristineBlaseyFord StopKavanaugh BelieveSurvivors		351	1045432112797687809	5892	14887	712	82	Washington, DC	Be a Hero	BeaHero	5021
	Immigrants sexually abused in ICE detention have been saying #MeToo for years. They faced retaliation, and a system unwilling to hold itself accountable. https://t.co/0jnaYOQ20f	207	2018-04-12 00:50:14+00:00	MeToo		205	984232187364036609	11025	859952	363	12346	New York, NY	The Intercept	theintercept	51037
	This is the #Woman who said she could vouch for 11,000 #Uber drivers without the correct #DBS checks 😱😱 Purple monkeys and bubblegum trees 😳 In 2017 #UberRape was responsible for over 70% of all journey related #Sexualassault !! Maybe she could sing that to the victims #MeToo https://t.co/Y5BQwNXqex	205	2019-02-12 17:59:45+00:00	Woman Uber DBS UberRape Sexualassault MeToo	https://twitter.com/DDDaughters/status/1095381959944089600/video/1	110	1095381959944089600	17767	3209	2397	34	London, England	#DDD	DDDaughters	30547
	#MeToo Rupam Deol Bajaj was an I.A.S. officer. She filed a case against KPS Gill,the director general of Punjab police,30 years ago for slapping her butt. She won the case. You have to be a tigress to fight a tiger.	203	2018-10-16 03:39:53+00:00	MeToo		985	1052041412798283776	3853	349331	303	1493	Everywhere	taslima nasreen	taslimanasreen	51597
	REPUBLICANS DON'T GIVE A SHIT! Trying to shame people incapable of shame is a waste of time. https://t.co/SYe2zBj4w9	203	2017-12-07 18:04:37+00:00			591	938831629690310656	91	62695	1332	1510	Virginia, USA	Bruce Bartlett	BruceBartlett	58892
	"cette Légion d'honneur c une reconnaissance de mon combat contre les #violences pr le respect des #droits et de la dignité des #victimes et pr la prise en compte du #psychotrauma
je suis fière de la dédier à ttes les victimes et ttes celles et ceux qui st à leurs côtés #TimesUp"	203	2018-07-14 08:50:08+00:00	violences droits victimes psychotrauma TimesUp		589	1018055029738164224	68799	20585	6113	208	Bourg la Reine	Muriel Salmona	memoiretrauma	87262
	Things were better when we weren’t looking on social commentary from Drake’s absentee father. https://t.co/VSckPQNx2r	203	2018-06-15 02:02:33+00:00			255	1007443209331576833	136470	25217	14240	173	203-919	sᴄᴏᴏʙ sᴀɪʙᴏᴛ	BarkyBoogz	636528
	Qué bien, Carmen Maura. Que más señoras de su generación expliquen a las Doleras de la vida lo que era ser mujer e intentar ser actriz hace 50 años. Y bravo por su homenaje a los hombres. Un poco harta del #MeToo dice. https://t.co/LAv6Bbnn4b	202	2019-03-21 17:36:16+00:00	MeToo		512	1108784401993863168	43814	13345	2881	403	Malaga	Berta G. de Vega/🐝	BertaGDeVega	174957
	Is it sexist to believe you voted to confirm #Kavanaugh to please Trump? #MeToo https://t.co/dvMhmvejtf	202	2020-02-06 01:28:16+00:00	Kavanaugh MeToo		469	1225229688282472449	48556	83019	59215	154	Somewhere Some place	Southern Sister Resister - Wordsmith #IAmTheStorm	ResisterSis20	222159
	Congrats @SpeakerPelosi why don’t you start out strong and release the list of everyone that used our taxes to pay off sexual harassment claims. #MeToo	201	2019-01-03 19:15:56+00:00	MeToo		396	1080905620339879937	234887	68224	5030	496	Los Angeles, CA	Rosie memos	almostjingo	203360
	Tomorrow, stand with us. We stand with you. #WhyWeWearBlack #TimesUp https://t.co/21PZR92o05	200	2018-01-07 03:10:15+00:00	WhyWeWearBlack TimesUp	https://twitter.com/ambertamblyn/status/949840576039530497/photo/1	1239	949840576039530497	17878	138064	172	706	New York, NY	Amber Tamblyn	ambertamblyn	11425
	BBCニュース -  日本でも「#MeToo（私も）」の声　伊藤詩織さんの話 https://t.co/m0ODqiWyoe https://t.co/hHpfd41ctE	199	2017-12-31 11:49:00+00:00	MeToo	https://twitter.com/bbcnewsjapan/status/947434409950449664/photo/1	193	947434409950449664	77	611120	123	10014	Tokyo	BBC News Japan	bbcnewsjapan	36365
	"These men seem to forget that women brought them into this world, and women will #VoteThemOut.

#TimesUp #CancelKavanaugh https://t.co/5H2d4NqYah"	198	2018-09-26 04:10:57+00:00	VoteThemOut TimesUp CancelKavanaugh		616	1044801472209158144	4294	2019	828	38	San Francisco, California, USA	Women's March SF	wmarchsf	2478
	We're headed to @ChuckGrassley's office this morning because we #BelieveSurvivors. Brett Kavanaugh is unfit to serve on our nation's highest court. PERIOD. https://t.co/nDkNBWE4OG	198	2018-09-20 14:20:57+00:00	BelieveSurvivors	https://twitter.com/NARAL/status/1042780656797921280/photo/1	535	1042780656797921280	21766	211826	6222	2671	Washington, DC	NARAL	NARAL	64160
	"One more aspect of @Bourdain's life that shouldn't be overlooked: He spoke up about #MeToo without ambivalence and with eloquence and with remorse. I loved ""Kitchen Confidential"" in 2000 but this piece from December is even better https://t.co/CnH4i3ASt3"	197	2018-06-08 13:16:59+00:00	MeToo		819	1005076223347683328	81824	79122	995	1192		Ellen K. Pao	ekp	12936
	#MeToo isn’t enough. Now women need to get ugly | Barbara Kingsolver https://t.co/php2FSovQg	197	2018-01-17 10:54:47+00:00	MeToo		457	953581361197080577	28	2026548	1478	12928	Toronto	Margaret E. Atwood	MargaretAtwood	47287
	"“BLEXIT is the real #TimesUp movement”

https://t.co/DDqKlzwFLQ"	195	2018-12-31 02:44:07+00:00	TimesUp		664	1079568855050137602	61	47938	55	116		The BLEXIT Foundation	BLEXIT	179
	#MeToo. Because it is sad that I don't know one female who has not been sexually harassed in her lifetime. https://t.co/jDQVv0knTe	195	2017-10-17 01:02:05+00:00	MeToo	https://twitter.com/carolineconaway/status/920092516837462018/photo/1	654	920092516837462018	26695	419	232	0	Florida 	Caroline	carolineconaway	12803
	"at 5 your qari sahib touches u, at 7 a stranger tries to see beneath your frock. U r 13 &amp; some man at the street masturbates while looking at u. 17: your uncle gropes u. 18: you are harassed by a teacher &amp; it goes on.

But now we r unapologetically angry &amp; fucking done. #TimesUp"	195	2018-05-29 16:29:29+00:00	TimesUp		368	1001500789167345665	36192	10284	965	6		.	sluttysavitriii	30292
	"How could 64% of non-college-educated &amp; 45% of college-educated white women vote for Trump? How can women support Roy Moore or Kavanaugh? It's conservative indoctrination. Here's conservative icon, Phyllis Schlafly who fought against the ERA and said married women can't be raped. https://t.co/xZsF9fC0Ee"	195	2018-09-21 13:58:22+00:00			238	1043137364460232707	28330	92702	54323	0	E PLURIBUS UNUM	Bryan Dawson	BryanDawsonUSA	61987
	"【New】暴力に抗議の声を上げた女性たち。
　　　　　⇓
ミス・ペルーを決めるコンテストが異例の展開に #MeToo
https://t.co/JwxitUl2gP"	195	2017-11-02 05:06:36+00:00	MeToo		159	925952257883033601	224	348444	117	8382	TOKYO	ハフポスト日本版 / 会話を生み出す国際メディア	HuffPostJapan	242720
